route_key,ODC,DDC,ProductType,dayofweek,Optimal_Model,Historical_Error_Pct,Confidence
SEA|BOS|MAX|4,SEA,BOS,MAX,4,03_Recent_4W_HYBRID,1.5625,HIGH
SEA|BOS|MAX|5,SEA,BOS,MAX,5,01_Historical_Baseline,0.0,HIGH
SEA|BOS|MAX|6,SEA,BOS,MAX,6,01_Historical_Baseline,999.0,LOW
SEA|BOS|MAX|7,SEA,BOS,MAX,7,01_Historical_Baseline,999.0,LOW
SEA|CAK|EXP|2,SEA,CAK,EXP,2,04_Recent_8W,0.0,HIGH
SEA|CAK|EXP|3,SEA,CAK,EXP,3,01_Historical_Baseline,999.0,LOW
SEA|CAK|EXP|4,SEA,CAK,EXP,4,08_Week_Specific,0.0,HIGH
SEA|CAK|MAX|2,SEA,CAK,MAX,2,18_Clustering,12.681159420289845,HIGH
SEA|CAK|MAX|3,SEA,CAK,MAX,3,16_ML_Regressor,6.939821989922238,HIGH
SEA|CAK|MAX|4,SEA,CAK,MAX,4,02_Recent_2W,4.545454545454546,HIGH
SEA|CAK|MAX|5,SEA,CAK,MAX,5,01_Historical_Baseline,0.0,HIGH
SEA|CAK|MAX|6,SEA,CAK,MAX,6,01_Historical_Baseline,999.0,LOW
SEA|CAK|MAX|7,SEA,CAK,MAX,7,01_Historical_Baseline,999.0,LOW
SEA|CLT|EXP|2,SEA,CLT,EXP,2,04_Recent_8W,0.0,HIGH
SEA|CLT|EXP|3,SEA,CLT,EXP,3,01_Historical_Baseline,999.0,LOW
SEA|CLT|EXP|4,SEA,CLT,EXP,4,01_Historical_Baseline,999.0,LOW
SEA|CLT|MAX|2,SEA,CLT,MAX,2,18_Clustering,38.025362318840585,MEDIUM
SEA|CLT|MAX|3,SEA,CLT,MAX,3,16_ML_Regressor,17.964974455582727,HIGH
SEA|CLT|MAX|4,SEA,CLT,MAX,4,05_Trend_Adjusted,9.239130434782608,HIGH
SEA|CLT|MAX|5,SEA,CLT,MAX,5,01_Historical_Baseline,0.0,HIGH
SEA|CLT|MAX|6,SEA,CLT,MAX,6,01_Historical_Baseline,0.0,HIGH
SEA|CLT|MAX|7,SEA,CLT,MAX,7,01_Historical_Baseline,0.0,HIGH
SEA|CVG|EXP|2,SEA,CVG,EXP,2,04_Recent_8W,0.0,HIGH
SEA|CVG|EXP|3,SEA,CVG,EXP,3,01_Historical_Baseline,999.0,LOW
SEA|CVG|EXP|4,SEA,CVG,EXP,4,08_Week_Specific,0.0,HIGH
SEA|CVG|EXP|7,SEA,CVG,EXP,7,01_Historical_Baseline,999.0,LOW
SEA|CVG|MAX|2,SEA,CVG,MAX,2,18_Clustering,34.76353928299009,MEDIUM
SEA|CVG|MAX|3,SEA,CVG,MAX,3,16_ML_Regressor,5.927211478978224,HIGH
SEA|CVG|MAX|4,SEA,CVG,MAX,4,03_Recent_4W_HYBRID,3.75,HIGH
SEA|CVG|MAX|5,SEA,CVG,MAX,5,01_Historical_Baseline,0.0,HIGH
SEA|CVG|MAX|6,SEA,CVG,MAX,6,01_Historical_Baseline,999.0,LOW
SEA|CVG|MAX|7,SEA,CVG,MAX,7,01_Historical_Baseline,999.0,LOW
SEA|DEN|EXP|2,SEA,DEN,EXP,2,02_Recent_2W,0.0,HIGH
SEA|DEN|EXP|3,SEA,DEN,EXP,3,14_SARIMA,0.0,HIGH
SEA|DEN|EXP|4,SEA,DEN,EXP,4,01_Historical_Baseline,0.0,HIGH
SEA|DEN|MAX|2,SEA,DEN,MAX,2,16_ML_Regressor,12.421216194200037,HIGH
SEA|DEN|MAX|3,SEA,DEN,MAX,3,04_Recent_8W,137.5,LOW
SEA|DEN|MAX|4,SEA,DEN,MAX,4,02_Recent_2W,0.0,HIGH
SEA|DEN|MAX|5,SEA,DEN,MAX,5,01_Historical_Baseline,0.0,HIGH
SEA|DEN|MAX|6,SEA,DEN,MAX,6,01_Historical_Baseline,999.0,LOW
SEA|DEN|MAX|7,SEA,DEN,MAX,7,01_Historical_Baseline,999.0,LOW
SEA|DFW|EXP|2,SEA,DFW,EXP,2,04_Recent_8W,0.0,HIGH
SEA|DFW|EXP|3,SEA,DFW,EXP,3,01_Historical_Baseline,999.0,LOW
SEA|DFW|EXP|4,SEA,DFW,EXP,4,01_Historical_Baseline,999.0,LOW
SEA|DFW|MAX|2,SEA,DFW,MAX,2,16_ML_Regressor,18.880819436191913,HIGH
SEA|DFW|MAX|3,SEA,DFW,MAX,3,16_ML_Regressor,22.69580499129706,MEDIUM
SEA|DFW|MAX|4,SEA,DFW,MAX,4,12_Median_Recent,10.0,HIGH
SEA|DFW|MAX|5,SEA,DFW,MAX,5,01_Historical_Baseline,0.0,HIGH
SEA|DFW|MAX|6,SEA,DFW,MAX,6,01_Historical_Baseline,999.0,LOW
SEA|DFW|MAX|7,SEA,DFW,MAX,7,01_Historical_Baseline,999.0,LOW
SEA|EWR|EXP|2,SEA,EWR,EXP,2,01_Historical_Baseline,0.0,HIGH
SEA|EWR|EXP|3,SEA,EWR,EXP,3,08_Week_Specific,0.0,HIGH
SEA|EWR|EXP|4,SEA,EWR,EXP,4,01_Historical_Baseline,0.0,HIGH
SEA|EWR|EXP|5,SEA,EWR,EXP,5,01_Historical_Baseline,0.0,HIGH
SEA|EWR|MAX|2,SEA,EWR,MAX,2,18_Clustering,3.2910628019323576,HIGH
SEA|EWR|MAX|3,SEA,EWR,MAX,3,14_SARIMA,1.082918347138779,HIGH
SEA|EWR|MAX|4,SEA,EWR,MAX,4,06_Prior_Week,10.714285714285714,HIGH
SEA|EWR|MAX|5,SEA,EWR,MAX,5,01_Historical_Baseline,0.0,HIGH
SEA|EWR|MAX|6,SEA,EWR,MAX,6,01_Historical_Baseline,999.0,LOW
SEA|EWR|MAX|7,SEA,EWR,MAX,7,01_Historical_Baseline,999.0,LOW
SEA|IAD|EXP|2,SEA,IAD,EXP,2,04_Recent_8W,0.0,HIGH
SEA|IAD|EXP|3,SEA,IAD,EXP,3,01_Historical_Baseline,999.0,LOW
SEA|IAD|EXP|4,SEA,IAD,EXP,4,01_Historical_Baseline,999.0,LOW
SEA|IAD|MAX|2,SEA,IAD,MAX,2,16_ML_Regressor,32.30909407697041,MEDIUM
SEA|IAD|MAX|3,SEA,IAD,MAX,3,01_Historical_Baseline,18.181818181818183,HIGH
SEA|IAD|MAX|4,SEA,IAD,MAX,4,05_Trend_Adjusted,5.681818181818182,HIGH
SEA|IAD|MAX|5,SEA,IAD,MAX,5,01_Historical_Baseline,0.0,HIGH
SEA|IAD|MAX|6,SEA,IAD,MAX,6,01_Historical_Baseline,999.0,LOW
SEA|IAD|MAX|7,SEA,IAD,MAX,7,01_Historical_Baseline,999.0,LOW
SEA|IAH|EXP|2,SEA,IAH,EXP,2,04_Recent_8W,0.0,HIGH
SEA|IAH|EXP|3,SEA,IAH,EXP,3,01_Historical_Baseline,999.0,LOW
SEA|IAH|EXP|4,SEA,IAH,EXP,4,01_Historical_Baseline,999.0,LOW
SEA|IAH|MAX|2,SEA,IAH,MAX,2,16_ML_Regressor,1.0705016071820284,HIGH
SEA|IAH|MAX|3,SEA,IAH,MAX,3,18_Clustering,8.867090570719604,HIGH
SEA|IAH|MAX|4,SEA,IAH,MAX,4,05_Trend_Adjusted,1.7857142857142856,HIGH
SEA|IAH|MAX|5,SEA,IAH,MAX,5,01_Historical_Baseline,0.0,HIGH
SEA|IAH|MAX|6,SEA,IAH,MAX,6,01_Historical_Baseline,999.0,LOW
SEA|IAH|MAX|7,SEA,IAH,MAX,7,01_Historical_Baseline,999.0,LOW
SEA|LAX|MAX|2,SEA,LAX,MAX,2,18_Clustering,17.367149758454115,HIGH
SEA|LAX|MAX|3,SEA,LAX,MAX,3,04_Recent_8W,33.33333333333333,MEDIUM
SEA|LAX|MAX|4,SEA,LAX,MAX,4,02_Recent_2W,0.0,HIGH
SEA|LAX|MAX|5,SEA,LAX,MAX,5,01_Historical_Baseline,0.0,HIGH
SEA|LAX|MAX|6,SEA,LAX,MAX,6,01_Historical_Baseline,999.0,LOW
SEA|LAX|MAX|7,SEA,LAX,MAX,7,01_Historical_Baseline,0.0,HIGH
SEA|MCI|EXP|2,SEA,MCI,EXP,2,04_Recent_8W,0.0,HIGH
SEA|MCI|EXP|3,SEA,MCI,EXP,3,01_Historical_Baseline,999.0,LOW
SEA|MCI|EXP|4,SEA,MCI,EXP,4,01_Historical_Baseline,999.0,LOW
SEA|MCI|EXP|7,SEA,MCI,EXP,7,01_Historical_Baseline,999.0,LOW
SEA|MCI|MAX|2,SEA,MCI,MAX,2,18_Clustering,31.139291465378427,MEDIUM
SEA|MCI|MAX|3,SEA,MCI,MAX,3,16_ML_Regressor,17.22170212907764,HIGH
SEA|MCI|MAX|4,SEA,MCI,MAX,4,09_Exp_Smoothing,8.499999999999996,HIGH
SEA|MCI|MAX|5,SEA,MCI,MAX,5,01_Historical_Baseline,0.0,HIGH
SEA|MCI|MAX|6,SEA,MCI,MAX,6,01_Historical_Baseline,0.0,HIGH
SEA|MCI|MAX|7,SEA,MCI,MAX,7,01_Historical_Baseline,0.0,HIGH
SEA|MCO|EXP|2,SEA,MCO,EXP,2,04_Recent_8W,0.0,HIGH
SEA|MCO|EXP|3,SEA,MCO,EXP,3,01_Historical_Baseline,999.0,LOW
SEA|MCO|EXP|4,SEA,MCO,EXP,4,01_Historical_Baseline,999.0,LOW
SEA|MCO|EXP|7,SEA,MCO,EXP,7,01_Historical_Baseline,999.0,LOW
SEA|MCO|MAX|2,SEA,MCO,MAX,2,16_ML_Regressor,4.296089296324685,HIGH
SEA|MCO|MAX|3,SEA,MCO,MAX,3,18_Clustering,4.151896490606166,HIGH
SEA|MCO|MAX|4,SEA,MCO,MAX,4,06_Prior_Week,8.333333333333332,HIGH
SEA|MCO|MAX|5,SEA,MCO,MAX,5,01_Historical_Baseline,0.0,HIGH
SEA|MCO|MAX|6,SEA,MCO,MAX,6,01_Historical_Baseline,999.0,LOW
SEA|MCO|MAX|7,SEA,MCO,MAX,7,01_Historical_Baseline,999.0,LOW
SEA|ORD|EXP|2,SEA,ORD,EXP,2,04_Recent_8W,0.0,HIGH
SEA|ORD|EXP|3,SEA,ORD,EXP,3,01_Historical_Baseline,999.0,LOW
SEA|ORD|EXP|4,SEA,ORD,EXP,4,08_Week_Specific,0.0,HIGH
SEA|ORD|MAX|2,SEA,ORD,MAX,2,18_Clustering,52.32720178372353,LOW
SEA|ORD|MAX|3,SEA,ORD,MAX,3,18_Clustering,21.86872741870735,MEDIUM
SEA|ORD|MAX|4,SEA,ORD,MAX,4,09_Exp_Smoothing,3.7142857142857264,HIGH
SEA|ORD|MAX|5,SEA,ORD,MAX,5,01_Historical_Baseline,0.0,HIGH
SEA|ORD|MAX|6,SEA,ORD,MAX,6,01_Historical_Baseline,999.0,LOW
SEA|ORD|MAX|7,SEA,ORD,MAX,7,01_Historical_Baseline,999.0,LOW
SEA|PHX|EXP|2,SEA,PHX,EXP,2,04_Recent_8W,0.0,HIGH
SEA|PHX|EXP|3,SEA,PHX,EXP,3,14_SARIMA,0.0,HIGH
SEA|PHX|EXP|4,SEA,PHX,EXP,4,01_Historical_Baseline,999.0,LOW
SEA|PHX|MAX|2,SEA,PHX,MAX,2,18_Clustering,38.025362318840585,MEDIUM
SEA|PHX|MAX|3,SEA,PHX,MAX,3,09_Exp_Smoothing,7.77777777777777,HIGH
SEA|PHX|MAX|4,SEA,PHX,MAX,4,16_ML_Regressor,20.982096534243492,MEDIUM
SEA|PHX|MAX|5,SEA,PHX,MAX,5,01_Historical_Baseline,0.0,HIGH
SEA|PHX|MAX|6,SEA,PHX,MAX,6,01_Historical_Baseline,999.0,LOW
SEA|PHX|MAX|7,SEA,PHX,MAX,7,01_Historical_Baseline,999.0,LOW
SEA|SLC|EXP|2,SEA,SLC,EXP,2,02_Recent_2W,0.0,HIGH
SEA|SLC|EXP|3,SEA,SLC,EXP,3,02_Recent_2W,0.0,HIGH
SEA|SLC|EXP|4,SEA,SLC,EXP,4,01_Historical_Baseline,0.0,HIGH
SEA|SLC|EXP|5,SEA,SLC,EXP,5,01_Historical_Baseline,0.0,HIGH
SEA|SLC|EXP|6,SEA,SLC,EXP,6,01_Historical_Baseline,0.0,HIGH
SEA|SLC|MAX|2,SEA,SLC,MAX,2,01_Historical_Baseline,0.0,HIGH
SEA|SLC|MAX|3,SEA,SLC,MAX,3,01_Historical_Baseline,999.0,LOW
SEA|SLC|MAX|4,SEA,SLC,MAX,4,01_Historical_Baseline,999.0,LOW
SEA|SLC|MAX|5,SEA,SLC,MAX,5,01_Historical_Baseline,0.0,HIGH
SEA|SLC|MAX|6,SEA,SLC,MAX,6,01_Historical_Baseline,999.0,LOW
SEA|SLC|MAX|7,SEA,SLC,MAX,7,01_Historical_Baseline,999.0,LOW
SFO|ATL|EXP|3,SFO,ATL,EXP,3,03_Recent_4W_HYBRID,0.9259259259259258,HIGH
SFO|ATL|EXP|4,SFO,ATL,EXP,4,16_ML_Regressor,0.9518568579088996,HIGH
SFO|ATL|EXP|5,SFO,ATL,EXP,5,01_Historical_Baseline,999.0,LOW
SFO|ATL|EXP|6,SFO,ATL,EXP,6,01_Historical_Baseline,0.0,HIGH
SFO|ATL|MAX|3,SFO,ATL,MAX,3,18_Clustering,4.151896490606166,HIGH
SFO|ATL|MAX|4,SFO,ATL,MAX,4,14_SARIMA,17.305359424637214,HIGH
SFO|ATL|MAX|5,SFO,ATL,MAX,5,01_Historical_Baseline,999.0,LOW
SFO|ATL|MAX|6,SFO,ATL,MAX,6,14_SARIMA,0.0,HIGH
SFO|ATL|MAX|7,SFO,ATL,MAX,7,14_SARIMA,0.0,HIGH
SFO|BOS|EXP|3,SFO,BOS,EXP,3,14_SARIMA,0.0875086384453575,HIGH
SFO|BOS|EXP|4,SFO,BOS,EXP,4,03_Recent_4W_HYBRID,0.8620689655172413,HIGH
SFO|BOS|EXP|5,SFO,BOS,EXP,5,01_Historical_Baseline,999.0,LOW
SFO|BOS|EXP|6,SFO,BOS,EXP,6,01_Historical_Baseline,999.0,LOW
SFO|BOS|EXP|7,SFO,BOS,EXP,7,01_Historical_Baseline,999.0,LOW
SFO|BOS|MAX|3,SFO,BOS,MAX,3,18_Clustering,4.151896490606166,HIGH
SFO|BOS|MAX|4,SFO,BOS,MAX,4,07_Same_Week_Last_Year,0.0,HIGH
SFO|BOS|MAX|5,SFO,BOS,MAX,5,01_Historical_Baseline,999.0,LOW
SFO|BOS|MAX|6,SFO,BOS,MAX,6,14_SARIMA,0.0,HIGH
SFO|BOS|MAX|7,SFO,BOS,MAX,7,14_SARIMA,0.0,HIGH
SFO|CAK|EXP|3,SFO,CAK,EXP,3,14_SARIMA,10.436333877092324,HIGH
SFO|CAK|EXP|4,SFO,CAK,EXP,4,02_Recent_2W,0.0,HIGH
SFO|CAK|EXP|5,SFO,CAK,EXP,5,01_Historical_Baseline,999.0,LOW
SFO|CAK|EXP|6,SFO,CAK,EXP,6,01_Historical_Baseline,999.0,LOW
SFO|CAK|EXP|7,SFO,CAK,EXP,7,01_Historical_Baseline,999.0,LOW
SFO|CAK|MAX|3,SFO,CAK,MAX,3,13_Weighted_Recent_Week,1.3888888888888888,HIGH
SFO|CAK|MAX|4,SFO,CAK,MAX,4,01_Historical_Baseline,0.0,HIGH
SFO|CAK|MAX|5,SFO,CAK,MAX,5,01_Historical_Baseline,999.0,LOW
SFO|CAK|MAX|6,SFO,CAK,MAX,6,14_SARIMA,0.0,HIGH
SFO|CAK|MAX|7,SFO,CAK,MAX,7,14_SARIMA,0.0,HIGH
SFO|CLT|EXP|3,SFO,CLT,EXP,3,09_Exp_Smoothing,5.806451612903216,HIGH
SFO|CLT|EXP|4,SFO,CLT,EXP,4,09_Exp_Smoothing,1.666666666666646,HIGH
SFO|CLT|EXP|5,SFO,CLT,EXP,5,01_Historical_Baseline,999.0,LOW
SFO|CLT|EXP|6,SFO,CLT,EXP,6,08_Week_Specific,0.0,HIGH
SFO|CLT|EXP|7,SFO,CLT,EXP,7,08_Week_Specific,0.0,HIGH
SFO|CLT|MAX|3,SFO,CLT,MAX,3,18_Clustering,4.151896490606166,HIGH
SFO|CLT|MAX|4,SFO,CLT,MAX,4,01_Historical_Baseline,0.0,HIGH
SFO|CLT|MAX|5,SFO,CLT,MAX,5,01_Historical_Baseline,0.0,HIGH
SFO|CLT|MAX|6,SFO,CLT,MAX,6,01_Historical_Baseline,0.0,HIGH
SFO|CLT|MAX|7,SFO,CLT,MAX,7,01_Historical_Baseline,0.0,HIGH
SFO|CVG|EXP|3,SFO,CVG,EXP,3,18_Clustering,0.7521672616012307,HIGH
SFO|CVG|EXP|4,SFO,CVG,EXP,4,06_Prior_Week,1.9230769230769231,HIGH
SFO|CVG|EXP|5,SFO,CVG,EXP,5,01_Historical_Baseline,999.0,LOW
SFO|CVG|EXP|6,SFO,CVG,EXP,6,01_Historical_Baseline,0.0,HIGH
SFO|CVG|EXP|7,SFO,CVG,EXP,7,02_Recent_2W,0.0,HIGH
SFO|CVG|MAX|3,SFO,CVG,MAX,3,08_Week_Specific,8.333333333333332,HIGH
SFO|CVG|MAX|4,SFO,CVG,MAX,4,08_Week_Specific,8.333333333333337,HIGH
SFO|CVG|MAX|5,SFO,CVG,MAX,5,01_Historical_Baseline,999.0,LOW
SFO|CVG|MAX|6,SFO,CVG,MAX,6,14_SARIMA,0.0,HIGH
SFO|CVG|MAX|7,SFO,CVG,MAX,7,14_SARIMA,0.0,HIGH
SFO|DEN|EXP|3,SFO,DEN,EXP,3,08_Week_Specific,1.8518518518518516,HIGH
SFO|DEN|EXP|4,SFO,DEN,EXP,4,08_Week_Specific,0.0,HIGH
SFO|DEN|EXP|5,SFO,DEN,EXP,5,01_Historical_Baseline,999.0,LOW
SFO|DEN|MAX|3,SFO,DEN,MAX,3,01_Historical_Baseline,0.0,HIGH
SFO|DEN|MAX|4,SFO,DEN,MAX,4,08_Week_Specific,0.0,HIGH
SFO|DEN|MAX|5,SFO,DEN,MAX,5,01_Historical_Baseline,999.0,LOW
SFO|DEN|MAX|6,SFO,DEN,MAX,6,01_Historical_Baseline,999.0,LOW
SFO|DEN|MAX|7,SFO,DEN,MAX,7,01_Historical_Baseline,999.0,LOW
SFO|DFW|EXP|3,SFO,DFW,EXP,3,01_Historical_Baseline,0.0,HIGH
SFO|DFW|MAX|3,SFO,DFW,MAX,3,08_Week_Specific,0.0,HIGH
SFO|DFW|MAX|4,SFO,DFW,MAX,4,01_Historical_Baseline,25.0,MEDIUM
SFO|DFW|MAX|5,SFO,DFW,MAX,5,01_Historical_Baseline,999.0,LOW
SFO|DFW|MAX|6,SFO,DFW,MAX,6,01_Historical_Baseline,999.0,LOW
SFO|DFW|MAX|7,SFO,DFW,MAX,7,01_Historical_Baseline,0.0,HIGH
SFO|EWR|EXP|3,SFO,EWR,EXP,3,16_ML_Regressor,6.178337228129673,HIGH
SFO|EWR|EXP|4,SFO,EWR,EXP,4,03_Recent_4W_HYBRID,5.64516129032258,HIGH
SFO|EWR|EXP|5,SFO,EWR,EXP,5,01_Historical_Baseline,999.0,LOW
SFO|EWR|EXP|6,SFO,EWR,EXP,6,01_Historical_Baseline,999.0,LOW
SFO|EWR|EXP|7,SFO,EWR,EXP,7,01_Historical_Baseline,999.0,LOW
SFO|EWR|MAX|3,SFO,EWR,MAX,3,11_Hybrid_Week_Blend,2.34375,HIGH
SFO|EWR|MAX|4,SFO,EWR,MAX,4,08_Week_Specific,0.0,HIGH
SFO|EWR|MAX|5,SFO,EWR,MAX,5,01_Historical_Baseline,999.0,LOW
SFO|EWR|MAX|6,SFO,EWR,MAX,6,14_SARIMA,0.0,HIGH
SFO|EWR|MAX|7,SFO,EWR,MAX,7,01_Historical_Baseline,999.0,LOW
SFO|IAD|EXP|3,SFO,IAD,EXP,3,05_Trend_Adjusted,7.574626865671637,HIGH
SFO|IAD|EXP|4,SFO,IAD,EXP,4,14_SARIMA,2.517953638735032,HIGH
SFO|IAD|EXP|5,SFO,IAD,EXP,5,01_Historical_Baseline,999.0,LOW
SFO|IAD|EXP|6,SFO,IAD,EXP,6,01_Historical_Baseline,999.0,LOW
SFO|IAD|EXP|7,SFO,IAD,EXP,7,01_Historical_Baseline,999.0,LOW
SFO|IAD|MAX|3,SFO,IAD,MAX,3,14_SARIMA,0.5790799746984884,HIGH
SFO|IAD|MAX|4,SFO,IAD,MAX,4,08_Week_Specific,11.111111111111116,HIGH
SFO|IAD|MAX|5,SFO,IAD,MAX,5,01_Historical_Baseline,999.0,LOW
SFO|IAD|MAX|6,SFO,IAD,MAX,6,14_SARIMA,0.0,HIGH
SFO|IAD|MAX|7,SFO,IAD,MAX,7,01_Historical_Baseline,999.0,LOW
SFO|IAH|EXP|3,SFO,IAH,EXP,3,05_Trend_Adjusted,10.25,HIGH
SFO|IAH|EXP|4,SFO,IAH,EXP,4,09_Exp_Smoothing,1.6666666666666703,HIGH
SFO|IAH|EXP|5,SFO,IAH,EXP,5,01_Historical_Baseline,999.0,LOW
SFO|IAH|MAX|3,SFO,IAH,MAX,3,13_Weighted_Recent_Week,0.8333333333333334,HIGH
SFO|IAH|MAX|4,SFO,IAH,MAX,4,08_Week_Specific,11.111111111111116,HIGH
SFO|IAH|MAX|5,SFO,IAH,MAX,5,01_Historical_Baseline,999.0,LOW
SFO|IAH|MAX|6,SFO,IAH,MAX,6,01_Historical_Baseline,999.0,LOW
SFO|IAH|MAX|7,SFO,IAH,MAX,7,01_Historical_Baseline,999.0,LOW
SFO|MCI|EXP|3,SFO,MCI,EXP,3,03_Recent_4W_HYBRID,3.125,HIGH
SFO|MCI|EXP|4,SFO,MCI,EXP,4,03_Recent_4W_HYBRID,0.8620689655172413,HIGH
SFO|MCI|EXP|5,SFO,MCI,EXP,5,01_Historical_Baseline,999.0,LOW
SFO|MCI|EXP|7,SFO,MCI,EXP,7,01_Historical_Baseline,0.0,HIGH
SFO|MCI|MAX|3,SFO,MCI,MAX,3,04_Recent_8W,3.8461538461538463,HIGH
SFO|MCI|MAX|4,SFO,MCI,MAX,4,07_Same_Week_Last_Year,25.0,MEDIUM
SFO|MCI|MAX|5,SFO,MCI,MAX,5,01_Historical_Baseline,0.0,HIGH
SFO|MCI|MAX|6,SFO,MCI,MAX,6,01_Historical_Baseline,0.0,HIGH
SFO|MCI|MAX|7,SFO,MCI,MAX,7,01_Historical_Baseline,0.0,HIGH
SFO|MCO|EXP|3,SFO,MCO,EXP,3,01_Historical_Baseline,0.0,HIGH
SFO|MCO|EXP|4,SFO,MCO,EXP,4,09_Exp_Smoothing,4.499999999999993,HIGH
SFO|MCO|EXP|5,SFO,MCO,EXP,5,01_Historical_Baseline,999.0,LOW
SFO|MCO|EXP|6,SFO,MCO,EXP,6,01_Historical_Baseline,999.0,LOW
SFO|MCO|EXP|7,SFO,MCO,EXP,7,01_Historical_Baseline,999.0,LOW
SFO|MCO|MAX|3,SFO,MCO,MAX,3,08_Week_Specific,4.545454545454546,HIGH
SFO|MCO|MAX|4,SFO,MCO,MAX,4,08_Week_Specific,0.0,HIGH
SFO|MCO|MAX|5,SFO,MCO,MAX,5,01_Historical_Baseline,999.0,LOW
SFO|MCO|MAX|6,SFO,MCO,MAX,6,14_SARIMA,0.0,HIGH
SFO|MCO|MAX|7,SFO,MCO,MAX,7,01_Historical_Baseline,999.0,LOW
SFO|ORD|EXP|3,SFO,ORD,EXP,3,12_Median_Recent,2.7777777777777777,HIGH
SFO|ORD|EXP|4,SFO,ORD,EXP,4,01_Historical_Baseline,2.272727272727273,HIGH
SFO|ORD|EXP|5,SFO,ORD,EXP,5,01_Historical_Baseline,999.0,LOW
SFO|ORD|EXP|6,SFO,ORD,EXP,6,01_Historical_Baseline,999.0,LOW
SFO|ORD|EXP|7,SFO,ORD,EXP,7,01_Historical_Baseline,999.0,LOW
SFO|ORD|MAX|3,SFO,ORD,MAX,3,12_Median_Recent,2.631578947368421,HIGH
SFO|ORD|MAX|4,SFO,ORD,MAX,4,18_Clustering,4.151896490606166,HIGH
SFO|ORD|MAX|5,SFO,ORD,MAX,5,01_Historical_Baseline,999.0,LOW
SFO|ORD|MAX|6,SFO,ORD,MAX,6,01_Historical_Baseline,999.0,LOW
SFO|ORD|MAX|7,SFO,ORD,MAX,7,01_Historical_Baseline,999.0,LOW
SFO|PHX|EXP|7,SFO,PHX,EXP,7,01_Historical_Baseline,999.0,LOW
SFO|PHX|MAX|3,SFO,PHX,MAX,3,08_Week_Specific,3.125,HIGH
SFO|PHX|MAX|4,SFO,PHX,MAX,4,08_Week_Specific,0.0,HIGH
SFO|PHX|MAX|5,SFO,PHX,MAX,5,01_Historical_Baseline,999.0,LOW
SFO|PHX|MAX|6,SFO,PHX,MAX,6,01_Historical_Baseline,999.0,LOW
SFO|PHX|MAX|7,SFO,PHX,MAX,7,01_Historical_Baseline,999.0,LOW
SFO|SEA|MAX|3,SFO,SEA,MAX,3,01_Historical_Baseline,999.0,LOW
SFO|SEA|MAX|4,SFO,SEA,MAX,4,14_SARIMA,0.0,HIGH
SFO|SEA|MAX|5,SFO,SEA,MAX,5,01_Historical_Baseline,999.0,LOW
SFO|SEA|MAX|6,SFO,SEA,MAX,6,01_Historical_Baseline,999.0,LOW
SFO|SEA|MAX|7,SFO,SEA,MAX,7,07_Same_Week_Last_Year,0.0,HIGH
SFO|SLC|MAX|3,SFO,SLC,MAX,3,01_Historical_Baseline,25.0,MEDIUM
SFO|SLC|MAX|4,SFO,SLC,MAX,4,08_Week_Specific,0.0,HIGH
SFO|SLC|MAX|5,SFO,SLC,MAX,5,01_Historical_Baseline,999.0,LOW
SFO|SLC|MAX|6,SFO,SLC,MAX,6,01_Historical_Baseline,999.0,LOW
SFO|SLC|MAX|7,SFO,SLC,MAX,7,01_Historical_Baseline,999.0,LOW
SLC|ATL|EXP|3,SLC,ATL,EXP,3,01_Historical_Baseline,999.0,LOW
SLC|ATL|EXP|4,SLC,ATL,EXP,4,01_Historical_Baseline,999.0,LOW
SLC|ATL|EXP|5,SLC,ATL,EXP,5,01_Historical_Baseline,999.0,LOW
SLC|ATL|MAX|2,SLC,ATL,MAX,2,18_Clustering,54.09286097691896,LOW
SLC|ATL|MAX|3,SLC,ATL,MAX,3,14_SARIMA,23.69460905901526,MEDIUM
SLC|ATL|MAX|4,SLC,ATL,MAX,4,08_Week_Specific,1.8518518518518452,HIGH
SLC|ATL|MAX|5,SLC,ATL,MAX,5,01_Historical_Baseline,999.0,LOW
SLC|ATL|MAX|6,SLC,ATL,MAX,6,01_Historical_Baseline,999.0,LOW
SLC|ATL|MAX|7,SLC,ATL,MAX,7,01_Historical_Baseline,999.0,LOW
SLC|BOS|EXP|3,SLC,BOS,EXP,3,11_Hybrid_Week_Blend,1.0483870967741913,HIGH
SLC|BOS|EXP|4,SLC,BOS,EXP,4,16_ML_Regressor,8.414184981684995,HIGH
SLC|BOS|EXP|5,SLC,BOS,EXP,5,01_Historical_Baseline,999.0,LOW
SLC|BOS|MAX|2,SLC,BOS,MAX,2,18_Clustering,27.088661551577157,MEDIUM
SLC|BOS|MAX|3,SLC,BOS,MAX,3,03_Recent_4W_HYBRID,3.125,HIGH
SLC|BOS|MAX|4,SLC,BOS,MAX,4,01_Historical_Baseline,0.0,HIGH
SLC|BOS|MAX|5,SLC,BOS,MAX,5,01_Historical_Baseline,999.0,LOW
SLC|BOS|MAX|6,SLC,BOS,MAX,6,01_Historical_Baseline,999.0,LOW
SLC|BOS|MAX|7,SLC,BOS,MAX,7,01_Historical_Baseline,999.0,LOW
SLC|CAK|EXP|3,SLC,CAK,EXP,3,02_Recent_2W,9.375,HIGH
SLC|CAK|EXP|4,SLC,CAK,EXP,4,01_Historical_Baseline,9.090909090909092,HIGH
